Tick,Active_Agents,Compute_Time_sec,CPU_Usage_percent,RAM_Usage_MB,Routing_Queue_Size,Routes_Per_Sec
188,50,0.0,19.3,164.68359375,0,0.0
189,50,0.0,18.5,164.68359375,0,0.0
190,50,0.0,18.0,164.68359375,0,0.0
191,50,0.0,18.9,164.68359375,0,0.0
192,50,0.0,24.1,164.68359375,0,0.0
193,50,0.0,18.4,164.68359375,0,0.0
194,50,0.0,17.7,164.68359375,0,0.0
195,50,0.0,18.1,164.68359375,0,0.0
196,50,0.0,20.6,164.68359375,0,0.0
197,50,0.0,18.8,164.68359375,0,0.0
198,50,0.0,17.6,164.68359375,0,0.0
199,50,0.0,17.7,164.68359375,0,0.0
200,50,0.0,30.0,164.68359375,0,0.0
201,50,0.0,20.3,164.68359375,0,0.0
202,50,0.0,18.5,164.68359375,0,0.0
203,50,0.0,18.1,164.68359375,0,0.0
204,50,0.0,19.0,164.68359375,0,0.0
205,50,0.0,17.6,164.68359375,0,0.0
206,50,0.0,19.4,164.68359375,0,0.0
207,50,0.0,17.7,164.68359375,0,0.0
208,50,0.0,25.8,164.68359375,0,0.0
209,50,0.0,16.6,164.68359375,0,0.0
210,50,0.0,17.4,164.68359375,0,0.0
211,50,0.0,19.5,164.68359375,0,0.0
212,50,0.0,18.7,164.68359375,0,0.0
213,50,0.0,19.0,164.68359375,0,0.0
214,50,0.0,19.7,164.68359375,0,0.0
215,50,0.0,34.6,164.68359375,0,0.0
216,50,0.0,20.9,164.68359375,0,0.0
217,50,0.0,18.7,164.68359375,0,0.0
218,50,0.0,18.5,164.68359375,0,0.0
219,50,0.0,20.8,164.68359375,0,0.0
220,50,0.0,19.9,164.68359375,0,0.0
221,50,0.0,22.3,164.68359375,0,0.0
222,50,0.0,34.2,164.68359375,0,0.0
223,50,0.0,22.0,164.68359375,0,0.0
224,50,0.0,17.7,164.68359375,0,0.0
225,50,0.0,18.4,164.68359375,0,0.0
226,50,0.0,22.0,164.68359375,0,0.0
227,50,0.0,18.3,164.68359375,0,0.0
228,50,0.0,19.4,164.68359375,0,0.0
229,50,0.0,23.0,164.68359375,0,0.0
230,50,0.0,26.9,164.68359375,0,0.0
231,50,0.0,22.8,164.68359375,0,0.0
232,50,0.0,25.3,164.68359375,0,0.0
233,50,0.0,20.8,164.68359375,0,0.0
234,50,0.0,20.4,164.68359375,0,0.0
235,50,1.5130137950000062,44.6,164.70703125,0,33.046625328356505
236,50,0.0,67.3,164.70703125,0,0.0
237,50,0.0,47.5,164.70703125,0,0.0
238,50,0.0,40.6,164.70703125,0,0.0
239,50,0.0,39.8,164.70703125,0,0.0
240,50,0.0,24.7,164.70703125,0,0.0
241,50,0.0,19.4,164.70703125,0,0.0
242,50,0.0,19.6,164.70703125,0,0.0
243,50,0.0,16.6,164.70703125,0,0.0
244,50,0.0,19.5,164.70703125,0,0.0
245,50,0.0,18.4,164.70703125,0,0.0
246,50,0.0,22.0,164.70703125,0,0.0
247,50,0.0,18.4,164.70703125,0,0.0
248,50,0.0,23.4,164.70703125,0,0.0
249,50,0.0,19.5,164.70703125,0,0.0
250,50,0.0,18.1,164.70703125,0,0.0
251,50,0.0,22.3,164.70703125,0,0.0
252,50,0.0,19.0,164.70703125,0,0.0
253,50,0.0,18.1,164.70703125,0,0.0
254,50,0.0,20.6,164.70703125,0,0.0
255,50,0.0,23.6,164.70703125,0,0.0
256,50,0.0,17.6,164.70703125,0,0.0
257,50,0.0,19.3,164.70703125,0,0.0
258,50,0.0,25.0,164.70703125,0,0.0
259,50,0.0,19.5,164.70703125,0,0.0
260,50,0.0,18.9,164.70703125,0,0.0
261,50,0.0,18.8,164.70703125,0,0.0
262,50,0.0,23.7,164.70703125,0,0.0
263,50,0.0,23.3,164.70703125,0,0.0
264,50,0.0,20.9,164.70703125,0,0.0
265,50,0.0,19.0,164.70703125,0,0.0
266,50,0.0,20.1,164.70703125,0,0.0
267,50,0.0,17.1,164.70703125,0,0.0
268,50,0.0,17.6,164.70703125,0,0.0
269,50,0.0,30.4,164.70703125,0,0.0
270,50,0.0,20.3,164.70703125,0,0.0
271,50,0.0,17.6,164.70703125,0,0.0
272,50,0.0,18.7,164.70703125,0,0.0
273,50,0.0,20.3,164.70703125,0,0.0
274,50,0.0,19.5,164.70703125,0,0.0
275,50,0.0,17.5,164.70703125,0,0.0
276,50,0.0,21.0,164.70703125,0,0.0
277,50,0.0,17.6,164.70703125,0,0.0
278,50,0.0,17.6,164.70703125,0,0.0
279,50,0.0,24.8,164.70703125,0,0.0
280,50,0.0,18.0,164.70703125,0,0.0
281,50,0.0,17.2,164.70703125,0,0.0
282,50,0.0,25.8,164.70703125,0,0.0
283,50,0.0,17.7,164.70703125,0,0.0
284,50,0.0,19.0,164.70703125,0,0.0
285,50,0.0,17.7,164.70703125,0,0.0
286,50,0.0,21.4,164.70703125,0,0.0
287,50,0.0,17.6,164.70703125,0,0.0
288,50,0.0,22.2,164.70703125,0,0.0
289,50,0.0,19.0,164.70703125,0,0.0
290,50,0.0,18.2,164.70703125,0,0.0
291,50,0.0,18.1,164.70703125,0,0.0
292,50,0.0,19.3,164.70703125,0,0.0
293,50,0.0,18.1,164.70703125,0,0.0
294,50,0.0,17.8,164.70703125,0,0.0
295,50,0.0,18.1,164.70703125,0,0.0
296,50,0.0,25.3,164.70703125,0,0.0
297,50,0.0,17.1,164.70703125,0,0.0
298,50,0.0,18.1,164.70703125,0,0.0
299,50,0.0,20.0,164.70703125,0,0.0
300,50,0.0,18.1,164.70703125,0,0.0
301,50,0.0,18.2,164.70703125,0,0.0
302,50,0.0,22.5,164.70703125,0,0.0
303,50,0.0,18.9,164.70703125,0,0.0
304,50,0.0,18.5,164.70703125,0,0.0
305,50,0.0,25.6,164.70703125,0,0.0
306,50,0.0,17.2,164.70703125,0,0.0
307,50,0.0,19.3,164.70703125,0,0.0
308,50,0.0,18.6,164.70703125,0,0.0
309,50,0.0,19.6,164.70703125,0,0.0
310,50,0.0,17.5,164.70703125,0,0.0
311,50,0.0,17.5,164.70703125,0,0.0
312,50,0.0,17.1,164.70703125,0,0.0
313,50,0.0,28.0,164.70703125,0,0.0
314,50,0.0,19.7,164.70703125,0,0.0
315,50,0.0,24.8,164.70703125,0,0.0
316,50,0.0,29.1,164.70703125,0,0.0
317,50,0.0,21.5,164.70703125,0,0.0
318,50,0.0,19.7,164.70703125,0,0.0
319,50,0.0,21.9,164.70703125,0,0.0
320,50,0.0,54.1,164.70703125,0,0.0
321,50,0.0,52.5,164.70703125,0,0.0
322,50,0.0,28.7,164.70703125,0,0.0
323,50,0.0,31.2,164.70703125,0,0.0
324,50,0.0,31.0,164.70703125,0,0.0
325,50,0.0,25.6,164.70703125,0,0.0
326,50,0.0,25.0,164.70703125,0,0.0
327,50,0.0,34.4,164.70703125,0,0.0
328,50,0.0,31.4,164.70703125,0,0.0
329,50,0.0,25.8,164.70703125,0,0.0
330,50,0.0,29.6,164.70703125,0,0.0
331,50,0.0,46.2,164.70703125,0,0.0
332,50,0.0,35.4,164.70703125,0,0.0
333,50,0.0,32.3,164.70703125,0,0.0
334,50,0.0,38.9,164.70703125,0,0.0
335,50,0.0,33.8,164.70703125,0,0.0
336,50,0.0,27.5,164.70703125,0,0.0
337,50,0.0,32.3,164.70703125,0,0.0
338,50,0.0,28.8,164.70703125,0,0.0
339,50,0.0,24.7,164.70703125,0,0.0
340,50,0.0,25.8,164.70703125,0,0.0
341,50,0.0,32.1,164.70703125,0,0.0
342,50,0.0,32.9,164.70703125,0,0.0
343,50,0.0,19.1,164.70703125,0,0.0
344,50,0.0,28.8,164.70703125,0,0.0
345,50,0.0,23.9,164.70703125,0,0.0
346,50,0.0,29.4,164.70703125,0,0.0
347,50,0.0,41.8,164.70703125,0,0.0
348,50,0.0,37.9,164.70703125,0,0.0
349,50,0.0,78.9,164.70703125,0,0.0
350,50,0.0,34.0,164.70703125,0,0.0
351,50,0.0,44.6,164.70703125,0,0.0
352,50,0.0,35.4,164.70703125,0,0.0
353,50,0.0,36.3,164.70703125,0,0.0
354,50,0.0,36.1,164.70703125,0,0.0
355,50,0.0,27.7,164.70703125,0,0.0
356,50,0.0,40.9,164.70703125,0,0.0
357,50,0.0,35.8,164.70703125,0,0.0
358,50,0.0,52.2,164.70703125,0,0.0
359,50,0.0,34.8,164.70703125,0,0.0
360,50,0.0,42.2,164.70703125,0,0.0
361,50,0.0,29.6,164.70703125,0,0.0
362,50,0.0,47.8,164.70703125,0,0.0
363,50,0.0,34.8,164.70703125,0,0.0
364,50,0.0,36.9,164.70703125,0,0.0
365,50,0.0,29.1,164.70703125,0,0.0
366,50,0.0,24.1,164.70703125,0,0.0
367,50,0.0,25.2,164.70703125,0,0.0
368,50,0.0,22.8,164.70703125,0,0.0
369,50,0.0,25.5,164.70703125,0,0.0
370,50,0.0,29.7,164.70703125,0,0.0
371,50,0.0,23.4,164.70703125,0,0.0
372,50,0.0,28.1,164.70703125,0,0.0
373,50,0.0,38.1,164.70703125,0,0.0
374,50,0.0,28.0,164.70703125,0,0.0
375,50,0.0,37.7,164.70703125,0,0.0
376,50,0.0,32.3,164.70703125,0,0.0
377,50,0.0,31.8,164.70703125,0,0.0
378,50,0.0,35.8,164.70703125,0,0.0
379,50,0.0,54.4,164.70703125,0,0.0
380,50,0.0,36.7,164.70703125,0,0.0
381,50,0.0,28.9,164.70703125,0,0.0
382,50,0.0,50.3,164.70703125,0,0.0
383,50,0.0,57.0,164.70703125,0,0.0
384,50,0.0,61.3,164.70703125,0,0.0
385,50,0.0,44.3,164.70703125,0,0.0
386,50,0.0,34.8,164.70703125,0,0.0
387,50,0.0,48.1,164.70703125,0,0.0
388,50,0.0,33.8,164.70703125,0,0.0
389,50,0.0,30.8,164.70703125,0,0.0
390,50,0.0,41.5,164.70703125,0,0.0
391,50,0.0,52.5,164.70703125,0,0.0
392,50,0.0,88.5,164.70703125,0,0.0
393,50,0.0,32.9,164.70703125,0,0.0
394,50,0.0,30.1,164.70703125,0,0.0
395,50,0.0,33.5,164.70703125,0,0.0
396,50,0.0,39.8,164.70703125,0,0.0
397,50,0.0,39.2,164.70703125,0,0.0
